"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","Ripper","Y","MYSMOTE",0.745,0.2567,"M&H IR","Mylyn",0.1887,0.068
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","Ripper","Y","MYSMOTE",0.6952,0.2174,"M&H IR","poi-2.0",0.2996,-0.0822
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","MYSMOTE",0.7943,0.3761,"M&H IR","synapse-1.0",0.1239,0.2522
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","MYSMOTE",0.7273,0.3378,"Low IR","synapse-1.1",0.2791,0.0587
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","MYSMOTE",0.7749,0.3932,"Low IR","synapse-1.2",0.44,-0.0468
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","MYSMOTE",0.7799,0.4415,"Low IR","velocity-1.6",0.4218,0.0197
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","MYSMOTE",0.7924,0.3225,"M&H IR","xerces-1.2",0.1562,0.1663
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","MYSMOTE",0.8412,0.4028,"M&H IR","xerces-1.3",0.3579,0.0449
"ant-1.3",20,125,0.16,5.25,"CK+PROC","Ripper","Y","SMOTE",0.6845,0.3206,"M&H IR","ant-1.3",0.1363,0.1843
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","Ripper","Y","SMOTE",0.7173,0.38,"Low IR","ant-1.4",0.1864,0.1936
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","Ripper","Y","SMOTE",0.6967,0.3233,"M&H IR","ant-1.5",0.4215,-0.0982
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","Ripper","Y","SMOTE",0.7514,0.4569,"Low IR","ant-1.6",0.4766,-0.0197000000000001
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","Ripper","Y","SMOTE",0.6644,0.2195,"M&H IR","camel-1.0",0.0889,0.1306
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","Ripper","Y","SMOTE",0.5832,0.1605,"Low IR","camel-1.2",0.195,-0.0345
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","Ripper","Y","SMOTE",0.5702,0.1771,"M&H IR","camel-1.4",0.1039,0.0732
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","Ripper","Y","SMOTE",0.5222,0.0788,"M&H IR","camel-1.6",0.1118,-0.033
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","Ripper","Y","SMOTE",0.7253,0.4103,"Low IR","Eclipse_JDT_Core",0.4378,-0.0275
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","Ripper","Y","SMOTE",0.6334,0.2344,"M&H IR","Eclipse_PDE_UI",0.2312,0.00320000000000001
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","Ripper","Y","SMOTE",0.7392,0.4713,"Low IR","Equinox_Framework",0.4593,0.012
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","Ripper","Y","SMOTE",0.6741,0.2671,"M&H IR","ivy-2.0",0.2199,0.0472
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","Ripper","Y","SMOTE",0.7342,0.4109,"Low IR","jedit-3.2",0.3973,0.0136
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","Ripper","Y","SMOTE",0.7618,0.4394,"Low IR","jedit-4.0",0.4566,-0.0172
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","Ripper","Y","SMOTE",0.7528,0.4374,"Low IR","jedit-4.1",0.4321,0.00530000000000003
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","Ripper","Y","SMOTE",0.7593,0.4171,"M&H IR","jedit-4.2",0.485,-0.0679
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","Ripper","Y","SMOTE",0.6564,0.1577,"M&H IR","jedit-4.3",0.0255,0.1322
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","Ripper","Y","SMOTE",0.7549,0.444,"Low IR","log4j-1.0",0.4408,0.00319999999999998
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","Ripper","Y","SMOTE",0.6641,0.3012,"M&H IR","Lucene",0.3235,-0.0223
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","Ripper","Y","SMOTE",0.6371,0.2759,"M&H IR","Mylyn",0.1887,0.0872
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","Ripper","Y","SMOTE",0.6528,0.2734,"M&H IR","poi-2.0",0.2996,-0.0262
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","SMOTE",0.6941,0.2946,"M&H IR","synapse-1.0",0.1239,0.1707
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","SMOTE",0.689,0.3498,"Low IR","synapse-1.1",0.2791,0.0707
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","SMOTE",0.6997,0.3677,"Low IR","synapse-1.2",0.44,-0.0723
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","SMOTE",0.6928,0.3668,"Low IR","velocity-1.6",0.4218,-0.055
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","SMOTE",0.7069,0.2896,"M&H IR","xerces-1.2",0.1562,0.1334
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","SMOTE",0.7566,0.4043,"M&H IR","xerces-1.3",0.3579,0.0464
"ant-1.3",20,125,0.16,5.25,"CK+PROC","Ripper","Y","OS",0.6339,0.2392,"M&H IR","ant-1.3",0.1363,0.1029
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","Ripper","Y","OS",0.6606,0.3081,"Low IR","ant-1.4",0.1864,0.1217
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","Ripper","Y","OS",0.6462,0.2616,"M&H IR","ant-1.5",0.4215,-0.1599
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","Ripper","Y","OS",0.722,0.4224,"Low IR","ant-1.6",0.4766,-0.0542
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","Ripper","Y","OS",0.5641,0.0951,"M&H IR","camel-1.0",0.0889,0.0062
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","Ripper","Y","OS",0.5901,0.1598,"Low IR","camel-1.2",0.195,-0.0352
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","Ripper","Y","OS",0.5934,0.153,"M&H IR","camel-1.4",0.1039,0.0491
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","Ripper","Y","OS",0.5844,0.1234,"M&H IR","camel-1.6",0.1118,0.0116
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","Ripper","Y","OS",0.7126,0.3814,"Low IR","Eclipse_JDT_Core",0.4378,-0.0564
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","Ripper","Y","OS",0.6227,0.2034,"M&H IR","Eclipse_PDE_UI",0.2312,-0.0278
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","Ripper","Y","OS",0.7379,0.4528,"Low IR","Equinox_Framework",0.4593,-0.00650000000000001
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","Ripper","Y","OS",0.6537,0.2558,"M&H IR","ivy-2.0",0.2199,0.0359
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","Ripper","Y","OS",0.7332,0.422,"Low IR","jedit-3.2",0.3973,0.0247
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","Ripper","Y","OS",0.7234,0.4036,"Low IR","jedit-4.0",0.4566,-0.053
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","Ripper","Y","OS",0.7213,0.4023,"Low IR","jedit-4.1",0.4321,-0.0298
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","Ripper","Y","OS",0.729,0.4363,"M&H IR","jedit-4.2",0.485,-0.0487
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","Ripper","Y","OS",0.6311,0.1748,"M&H IR","jedit-4.3",0.0255,0.1493
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","Ripper","Y","OS",0.6898,0.4017,"Low IR","log4j-1.0",0.4408,-0.0391
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","Ripper","Y","OS",0.6308,0.2196,"M&H IR","Lucene",0.3235,-0.1039
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","Ripper","Y","OS",0.6281,0.2191,"M&H IR","Mylyn",0.1887,0.0304
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","Ripper","Y","OS",0.6023,0.181,"M&H IR","poi-2.0",0.2996,-0.1186
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","OS",0.6529,0.2629,"M&H IR","synapse-1.0",0.1239,0.139
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","OS",0.6488,0.2907,"Low IR","synapse-1.1",0.2791,0.0116
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","OS",0.6846,0.3672,"Low IR","synapse-1.2",0.44,-0.0728
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","OS",0.6869,0.364,"Low IR","velocity-1.6",0.4218,-0.0578
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","OS",0.7179,0.3342,"M&H IR","xerces-1.2",0.1562,0.178
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","OS",0.72,0.3792,"M&H IR","xerces-1.3",0.3579,0.0213
"ant-1.3",20,125,0.16,5.25,"CK+PROC","Ripper","Y","UOS",0.6817,0.2885,"M&H IR","ant-1.3",0.1363,0.1522
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","Ripper","Y","UOS",0.664,0.2925,"Low IR","ant-1.4",0.1864,0.1061
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","Ripper","Y","UOS",0.6681,0.2677,"M&H IR","ant-1.5",0.4215,-0.1538
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","Ripper","Y","UOS",0.7366,0.43,"Low IR","ant-1.6",0.4766,-0.0466
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","Ripper","Y","UOS",0.6069,0.1424,"M&H IR","camel-1.0",0.0889,0.0535
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","Ripper","Y","UOS",0.5785,0.1529,"Low IR","camel-1.2",0.195,-0.0421
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","Ripper","Y","UOS",0.624,0.1847,"M&H IR","camel-1.4",0.1039,0.0808
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","Ripper","Y","UOS",0.5693,0.1047,"M&H IR","camel-1.6",0.1118,-0.0071
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","Ripper","Y","UOS",0.7156,0.3612,"Low IR","Eclipse_JDT_Core",0.4378,-0.0766
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","Ripper","Y","UOS",0.642,0.205,"M&H IR","Eclipse_PDE_UI",0.2312,-0.0262
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","Ripper","Y","UOS",0.7158,0.4258,"Low IR","Equinox_Framework",0.4593,-0.0335
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","Ripper","Y","UOS",0.6892,0.2837,"M&H IR","ivy-2.0",0.2199,0.0638
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","Ripper","Y","UOS",0.7273,0.423,"Low IR","jedit-3.2",0.3973,0.0257
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","Ripper","Y","UOS",0.7226,0.3847,"Low IR","jedit-4.0",0.4566,-0.0719
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","Ripper","Y","UOS",0.7328,0.4183,"Low IR","jedit-4.1",0.4321,-0.0138
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","Ripper","Y","UOS",0.7387,0.3682,"M&H IR","jedit-4.2",0.485,-0.1168
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","Ripper","Y","UOS",0.6664,0.185,"M&H IR","jedit-4.3",0.0255,0.1595
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","Ripper","Y","UOS",0.7347,0.4492,"Low IR","log4j-1.0",0.4408,0.00839999999999996
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","Ripper","Y","UOS",0.654,0.2064,"M&H IR","Lucene",0.3235,-0.1171
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","Ripper","Y","UOS",0.648,0.2102,"M&H IR","Mylyn",0.1887,0.0215
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","Ripper","Y","UOS",0.6398,0.1971,"M&H IR","poi-2.0",0.2996,-0.1025
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","UOS",0.702,0.2962,"M&H IR","synapse-1.0",0.1239,0.1723
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","UOS",0.652,0.278,"Low IR","synapse-1.1",0.2791,-0.00109999999999999
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","UOS",0.6711,0.3422,"Low IR","synapse-1.2",0.44,-0.0978
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","UOS",0.6812,0.3582,"Low IR","velocity-1.6",0.4218,-0.0636
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","UOS",0.7095,0.3119,"M&H IR","xerces-1.2",0.1562,0.1557
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","UOS",0.7294,0.3685,"M&H IR","xerces-1.3",0.3579,0.0106
"ant-1.3",20,125,0.16,5.25,"CK+PROC","Ripper","Y","US",0.7167,0.3451,"M&H IR","ant-1.3",0.1363,0.2088
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","Ripper","Y","US",0.6652,0.2885,"Low IR","ant-1.4",0.1864,0.1021
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","Ripper","Y","US",0.7011,0.2939,"M&H IR","ant-1.5",0.4215,-0.1276
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","Ripper","Y","US",0.7526,0.4625,"Low IR","ant-1.6",0.4766,-0.0141
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","Ripper","Y","US",0.6261,0.1159,"M&H IR","camel-1.0",0.0889,0.027
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","Ripper","Y","US",0.5833,0.1544,"Low IR","camel-1.2",0.195,-0.0406
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","Ripper","Y","US",0.6462,0.2164,"M&H IR","camel-1.4",0.1039,0.1125
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","Ripper","Y","US",0.5878,0.1342,"M&H IR","camel-1.6",0.1118,0.0224
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","Ripper","Y","US",0.7398,0.3996,"Low IR","Eclipse_JDT_Core",0.4378,-0.0382
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","Ripper","Y","US",0.6812,0.2518,"M&H IR","Eclipse_PDE_UI",0.2312,0.0206
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","Ripper","Y","US",0.747,0.4742,"Low IR","Equinox_Framework",0.4593,0.0149
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","Ripper","Y","US",0.7282,0.3147,"M&H IR","ivy-2.0",0.2199,0.0948
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","Ripper","Y","US",0.7245,0.423,"Low IR","jedit-3.2",0.3973,0.0257
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","Ripper","Y","US",0.7515,0.4409,"Low IR","jedit-4.0",0.4566,-0.0157
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","Ripper","Y","US",0.7342,0.4129,"Low IR","jedit-4.1",0.4321,-0.0192
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","Ripper","Y","US",0.7781,0.4184,"M&H IR","jedit-4.2",0.485,-0.0666
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","Ripper","Y","US",0.717,0.1366,"M&H IR","jedit-4.3",0.0255,0.1111
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","Ripper","Y","US",0.7683,0.4903,"Low IR","log4j-1.0",0.4408,0.0495
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","Ripper","Y","US",0.6986,0.2792,"M&H IR","Lucene",0.3235,-0.0443
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","Ripper","Y","US",0.652,0.2055,"M&H IR","Mylyn",0.1887,0.0168
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","Ripper","Y","US",0.6136,0.1495,"M&H IR","poi-2.0",0.2996,-0.1501
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","US",0.7092,0.2985,"M&H IR","synapse-1.0",0.1239,0.1746
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","US",0.6603,0.299,"Low IR","synapse-1.1",0.2791,0.0199
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","US",0.6928,0.374,"Low IR","synapse-1.2",0.44,-0.066
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","US",0.7017,0.3842,"Low IR","velocity-1.6",0.4218,-0.0376
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","US",0.6913,0.2795,"M&H IR","xerces-1.2",0.1562,0.1233
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","US",0.7211,0.324,"M&H IR","xerces-1.3",0.3579,-0.0339
"ant-1.3",20,125,0.16,5.25,"NET+PROC","Ripper","Y","MYSMOTE",0.7451,0.272,"M&H IR","ant-1.3",0.0845,0.1875
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","Ripper","Y","MYSMOTE",0.8389,0.4481,"Low IR","ant-1.4",0.3546,0.0935
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","Ripper","Y","MYSMOTE",0.7992,0.3823,"M&H IR","ant-1.5",0.298,0.0843
"ant-1.6",92,351,0.262108262,2.815217391,"NET+PROC","Ripper","Y","MYSMOTE",0.769,0.3801,"Low IR","ant-1.6",0.3653,0.0148
"camel-1.0",13,339,0.038348083,25.07692308,"NET+PROC","Ripper","Y","MYSMOTE",0.7712,0.1797,"M&H IR","camel-1.0",0.0451,0.1346
"camel-1.2",216,608,0.355263158,1.814814815,"NET+PROC","Ripper","Y","MYSMOTE",0.8111,0.4605,"Low IR","camel-1.2",0.4219,0.0386
"camel-1.4",145,872,0.166284404,5.013793103,"NET+PROC","Ripper","Y","MYSMOTE",0.8256,0.4008,"M&H IR","camel-1.4",0.3621,0.0387
"camel-1.6",188,965,0.194818653,4.132978723,"NET+PROC","Ripper","Y","MYSMOTE",0.8495,0.4657,"M&H IR","camel-1.6",0.3968,0.0689
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"NET+PROC","Ripper","Y","MYSMOTE",0.8426,0.4657,"Low IR","Eclipse_JDT_Core",0.4269,0.0388
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"NET+PROC","Ripper","Y","MYSMOTE",0.7577,0.2985,"M&H IR","Eclipse_PDE_UI",0.1605,0.138
"Equinox_Framework",129,324,0.398148148,1.511627907,"NET+PROC","Ripper","Y","MYSMOTE",0.8412,0.5152,"Low IR","Equinox_Framework",0.4477,0.0675
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","Ripper","Y","MYSMOTE",0.8271,0.3914,"M&H IR","ivy-2.0",0.2025,0.1889
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","Ripper","Y","MYSMOTE",0.9111,0.6698,"Low IR","jedit-3.2",0.6381,0.0317
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","Ripper","Y","MYSMOTE",0.8444,0.4746,"Low IR","jedit-4.0",0.3891,0.0855
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","Ripper","Y","MYSMOTE",0.849,0.5004,"Low IR","jedit-4.1",0.4449,0.0554999999999999
"jedit-4.2",48,367,0.130790191,6.645833333,"NET+PROC","Ripper","Y","MYSMOTE",0.8648,0.471,"M&H IR","jedit-4.2",0.4775,-0.00650000000000001
"jedit-4.3",11,492,0.022357724,43.72727273,"NET+PROC","Ripper","Y","MYSMOTE",0.8849,0.2076,"M&H IR","jedit-4.3",0.0081,0.1995
"log4j-1.0",34,135,0.251851852,2.970588235,"NET+PROC","Ripper","Y","MYSMOTE",0.8755,0.5642,"Low IR","log4j-1.0",0.5315,0.0327000000000001
"Lucene",64,691,0.092619392,9.796875,"NET+PROC","Ripper","Y","MYSMOTE",0.7848,0.3182,"M&H IR","Lucene",0.2513,0.0669
"Mylyn",245,1862,0.131578947,6.6,"NET+PROC","Ripper","Y","MYSMOTE",0.7611,0.2828,"M&H IR","Mylyn",0.1968,0.086
"poi-2.0",37,314,0.117834395,7.486486486,"NET+PROC","Ripper","Y","MYSMOTE",0.7207,0.2204,"M&H IR","poi-2.0",0.2433,-0.0229
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","Ripper","Y","MYSMOTE",0.73,0.2719,"M&H IR","synapse-1.0",0.1234,0.1485
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","Y","MYSMOTE",0.7848,0.4139,"Low IR","synapse-1.1",0.3627,0.0512
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","Y","MYSMOTE",0.7931,0.4152,"Low IR","synapse-1.2",0.3392,0.076
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","Y","MYSMOTE",0.8022,0.4524,"Low IR","velocity-1.6",0.4176,0.0348
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","Y","MYSMOTE",0.9283,0.6281,"M&H IR","xerces-1.2",0.6727,-0.0446
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","Y","MYSMOTE",0.8215,0.3512,"M&H IR","xerces-1.3",0.3988,-0.0476
"ant-1.3",20,125,0.16,5.25,"NET+PROC","Ripper","Y","SMOTE",0.6757,0.3175,"M&H IR","ant-1.3",0.0845,0.233
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","Ripper","Y","SMOTE",0.7201,0.4099,"Low IR","ant-1.4",0.3546,0.0553
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","Ripper","Y","SMOTE",0.7017,0.3564,"M&H IR","ant-1.5",0.298,0.0584
"ant-1.6",92,351,0.262108262,2.815217391,"NET+PROC","Ripper","Y","SMOTE",0.7013,0.3635,"Low IR","ant-1.6",0.3653,-0.00180000000000002
"camel-1.0",13,339,0.038348083,25.07692308,"NET+PROC","Ripper","Y","SMOTE",0.6358,0.1931,"M&H IR","camel-1.0",0.0451,0.148
"camel-1.2",216,608,0.355263158,1.814814815,"NET+PROC","Ripper","Y","SMOTE",0.7221,0.4094,"Low IR","camel-1.2",0.4219,-0.0125
"camel-1.4",145,872,0.166284404,5.013793103,"NET+PROC","Ripper","Y","SMOTE",0.7097,0.4229,"M&H IR","camel-1.4",0.3621,0.0608
"camel-1.6",188,965,0.194818653,4.132978723,"NET+PROC","Ripper","Y","SMOTE",0.7435,0.4626,"M&H IR","camel-1.6",0.3968,0.0658
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"NET+PROC","Ripper","Y","SMOTE",0.7467,0.4305,"Low IR","Eclipse_JDT_Core",0.4269,0.00359999999999999
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"NET+PROC","Ripper","Y","SMOTE",0.6092,0.1933,"M&H IR","Eclipse_PDE_UI",0.1605,0.0328
"Equinox_Framework",129,324,0.398148148,1.511627907,"NET+PROC","Ripper","Y","SMOTE",0.7418,0.455,"Low IR","Equinox_Framework",0.4477,0.00730000000000003
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","Ripper","Y","SMOTE",0.6576,0.2532,"M&H IR","ivy-2.0",0.2025,0.0507
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","Ripper","Y","SMOTE",0.851,0.6567,"Low IR","jedit-3.2",0.6381,0.0185999999999999
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","Ripper","Y","SMOTE",0.7477,0.4166,"Low IR","jedit-4.0",0.3891,0.0275
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","Ripper","Y","SMOTE",0.7309,0.4076,"Low IR","jedit-4.1",0.4449,-0.0373
"jedit-4.2",48,367,0.130790191,6.645833333,"NET+PROC","Ripper","Y","SMOTE",0.775,0.4476,"M&H IR","jedit-4.2",0.4775,-0.0299
"jedit-4.3",11,492,0.022357724,43.72727273,"NET+PROC","Ripper","Y","SMOTE",0.6869,0.2169,"M&H IR","jedit-4.3",0.0081,0.2088
"log4j-1.0",34,135,0.251851852,2.970588235,"NET+PROC","Ripper","Y","SMOTE",0.7672,0.4888,"Low IR","log4j-1.0",0.5315,-0.0427
"Lucene",64,691,0.092619392,9.796875,"NET+PROC","Ripper","Y","SMOTE",0.6541,0.2558,"M&H IR","Lucene",0.2513,0.0045
"Mylyn",245,1862,0.131578947,6.6,"NET+PROC","Ripper","Y","SMOTE",0.6343,0.231,"M&H IR","Mylyn",0.1968,0.0342
"poi-2.0",37,314,0.117834395,7.486486486,"NET+PROC","Ripper","Y","SMOTE",0.6204,0.1788,"M&H IR","poi-2.0",0.2433,-0.0645
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","Ripper","Y","SMOTE",0.6066,0.1542,"M&H IR","synapse-1.0",0.1234,0.0308
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","Y","SMOTE",0.6871,0.3732,"Low IR","synapse-1.1",0.3627,0.0105
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","Y","SMOTE",0.6998,0.3952,"Low IR","synapse-1.2",0.3392,0.056
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","Y","SMOTE",0.7125,0.4097,"Low IR","velocity-1.6",0.4176,-0.00790000000000002
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","Y","SMOTE",0.8188,0.5517,"M&H IR","xerces-1.2",0.6727,-0.121
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","Y","SMOTE",0.7499,0.4156,"M&H IR","xerces-1.3",0.3988,0.0168
"ant-1.3",20,125,0.16,5.25,"NET+PROC","Ripper","Y","OS",0.6137,0.2094,"M&H IR","ant-1.3",0.0845,0.1249
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","Ripper","Y","OS",0.7175,0.4109,"Low IR","ant-1.4",0.3546,0.0563
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","Ripper","Y","OS",0.6596,0.2886,"M&H IR","ant-1.5",0.298,-0.00939999999999996
